Station,Time,水质类别,Temp,pH,DO,EC,Turbidity,CODMn,NH3N,TP,TN,叶绿素α(mg/L),Cell,Date
拖山,2023-06-09 00:00:00,Ⅲ,26.4,7.83,9.6,504.1,24.4,3.15,0.025,0.05,0.96,0.029,19357890.0,2023-06-09
拖山,2023-06-09 04:00:00,Ⅲ,26.2,7.81,9.28,503.6,22.0,3.15,0.025,0.049,0.96,0.025,19744680.0,2023-06-09
拖山,2023-06-09 08:00:00,Ⅳ,26.2,7.91,9.92,505.7,20.7,3.32,0.025,0.055,0.79,0.024,23480060.0,2023-06-09
拖山,2023-06-09 12:00:00,Ⅳ,28.2,8.14,11.79,500.7,22.0,3.46,0.025,0.053,0.83,0.024,25705420.0,2023-06-09
拖山,2023-06-09 16:00:00,劣Ⅴ,29.9,9.08,12.9,494.5,24.5,3.35,0.025,0.048,0.87,0.022,26768940.0,2023-06-09
拖山,2023-06-10 00:00:00,Ⅳ,27.6,7.88,9.35,498.5,33.7,3.5,0.025,0.061,0.95,0.026,23149970.0,2023-06-10
拖山,2023-06-10 04:00:00,Ⅳ,26.8,7.66,7.99,501.2,36.4,3.41,0.025,0.061,0.95,0.027,25852970.0,2023-06-10
拖山,2023-06-10 08:00:00,Ⅳ,26.8,7.69,8.09,500.5,35.1,3.35,0.025,0.064,0.87,0.024,28965370.0,2023-06-10
拖山,2023-06-10 12:00:00,Ⅳ,29.6,7.98,9.82,493.6,39.6,3.12,0.025,0.058,0.85,0.016,28215880.0,2023-06-10
拖山,2023-06-10 16:00:00,Ⅳ,30.1,8.19,11.28,487.4,44.1,3.47,0.025,0.053,0.83,0.023,34844980.0,2023-06-10
拖山,2023-06-10 20:00:00,Ⅳ,28.6,7.92,9.2,491.7,77.6,4.27,0.025,0.086,1.36,0.026,31349710.0,2023-06-10
拖山,2023-06-11 00:00:00,Ⅳ,27.9,7.67,7.86,490.2,59.4,3.23,0.025,0.082,1.51,0.02,23410230.0,2023-06-11
拖山,2023-06-11 04:00:00,Ⅳ,27.4,7.64,7.51,493.0,43.1,3.55,0.025,0.077,1.28,0.027,31257270.0,2023-06-11
拖山,2023-06-11 08:00:00,Ⅳ,27.1,7.65,7.52,493.6,41.4,3.15,0.025,0.086,0.85,0.026,27839200.0,2023-06-11
拖山,2023-06-11 12:00:00,Ⅴ,28.8,8.16,10.66,484.7,62.2,3.47,0.025,0.14,0.85,0.024,25462230.0,2023-06-11
拖山,2023-06-11 16:00:00,劣Ⅴ,29.4,9.25,11.52,485.1,44.8,3.77,0.025,0.056,0.8,0.037,30633160.0,2023-06-11
拖山,2023-06-11 20:00:00,Ⅳ,28.0,7.93,8.84,485.5,42.7,3.48,0.025,0.062,0.9,0.027,27397930.0,2023-06-11
拖山,2023-06-12 00:00:00,劣Ⅴ,27.6,7.86,8.19,484.8,47.1,3.69,0.025,0.451,0.98,0.028,25906120.0,2023-06-12
拖山,2023-06-12 04:00:00,Ⅴ,27.0,7.46,6.95,485.4,41.2,2.95,0.025,0.115,0.93,0.019,23360890.0,2023-06-12
拖山,2023-06-12 08:00:00,Ⅳ,26.7,7.47,7.23,486.6,36.2,2.79,0.025,0.062,0.79,0.017,21082540.0,2023-06-12
拖山,2023-06-12 12:00:00,Ⅳ,27.7,7.99,9.22,484.3,38.5,3.57,0.025,0.055,0.8,0.024,29680440.0,2023-06-12
拖山,2023-06-12 16:00:00,Ⅳ,28.6,8.16,10.5,481.1,40.8,3.54,0.025,0.066,0.74,0.027,31695760.0,2023-06-12
拖山,2023-06-12 20:00:00,Ⅳ,28.0,7.99,9.36,482.0,52.2,3.79,0.025,0.069,0.88,0.027,29307320.0,2023-06-12
拖山,2023-06-13 00:00:00,Ⅳ,27.5,7.76,7.97,479.3,42.0,3.24,0.025,0.068,0.98,0.022,22544290.0,2023-06-13
拖山,2023-06-13 04:00:00,Ⅳ,27.0,7.69,7.41,480.2,47.4,3.05,0.025,0.065,0.93,0.024,21512610.0,2023-06-13
拖山,2023-06-13 08:00:00,Ⅳ,26.9,7.6,7.24,483.1,57.1,2.89,0.025,0.063,0.83,0.021,21159060.0,2023-06-13
拖山,2023-06-13 12:00:00,Ⅳ,27.2,7.92,9.12,480.6,55.6,3.25,0.025,0.069,0.87,0.027,25405070.0,2023-06-13
拖山,2023-06-13 16:00:00,Ⅳ,27.8,8.17,11.37,479.4,54.2,3.44,0.025,0.066,0.8,0.033,27285940.0,2023-06-13
拖山,2023-06-13 20:00:00,Ⅳ,27.6,8.16,10.91,479.2,59.4,4.0,0.025,0.065,0.83,0.045,27470880.0,2023-06-13
拖山,2023-06-14 00:00:00,Ⅳ,27.0,7.76,8.1,481.9,42.7,3.84,0.025,0.068,0.9,0.027,22922220.0,2023-06-14
拖山,2023-06-14 04:00:00,Ⅳ,26.8,7.67,7.43,481.7,47.4,3.92,0.025,0.069,0.93,0.025,22306630.0,2023-06-14
拖山,2023-06-14 08:00:00,Ⅳ,26.8,7.73,7.87,482.8,49.4,3.68,0.025,0.067,0.86,0.025,22737310.0,2023-06-14
拖山,2023-06-14 12:00:00,,28.0,7.96,9.61,482.1,40.4,,,0.067,0.86,0.021,24829680.0,2023-06-14
拖山,2023-06-14 16:00:00,,28.3,8.68,10.05,538.2,32.4,,0.025,0.067,0.85,0.032,25467560.0,2023-06-14
拖山,2023-06-14 20:00:00,Ⅳ,27.7,8.49,8.89,540.4,50.8,4.68,0.025,0.074,1.33,0.029,25142550.0,2023-06-14
拖山,2023-06-15 00:00:00,Ⅳ,27.7,8.57,8.83,539.0,43.3,4.14,0.025,0.075,1.37,0.033,23940720.0,2023-06-15
拖山,2023-06-15 04:00:00,Ⅳ,27.3,8.32,7.66,540.3,34.3,3.79,0.03,0.067,0.94,0.035,22534770.0,2023-06-15
拖山,2023-06-15 08:00:00,Ⅳ,27.1,8.31,7.78,540.9,28.4,3.67,0.025,0.064,0.83,0.026,23484870.0,2023-06-15
拖山,2023-06-16 12:00:00,Ⅳ,28.0,8.65,9.65,533.2,34.6,3.85,0.025,0.071,1.2,0.031,24974540.0,2023-06-16
拖山,2023-06-16 16:00:00,Ⅳ,27.6,8.61,9.21,535.1,38.2,3.85,0.025,0.071,1.2,0.032,25365420.0,2023-06-16
拖山,2023-06-16 20:00:00,Ⅳ,27.2,8.58,8.79,535.4,49.3,4.17,0.025,0.073,1.22,0.033,25411910.0,2023-06-16
拖山,2023-06-17 00:00:00,Ⅳ,26.7,8.29,7.63,535.1,79.6,4.34,0.025,0.076,1.36,0.028,23761380.0,2023-06-17
拖山,2023-06-19 08:00:00,Ⅳ,25.0,7.76,6.48,504.8,43.9,3.53,0.12,0.078,1.4,0.018,17550930.0,2023-06-19
拖山,2023-06-19 12:00:00,Ⅳ,25.3,7.75,6.76,506.7,39.5,3.48,0.13,0.08,1.29,0.014,16513580.0,2023-06-19
拖山,2023-06-19 16:00:00,Ⅳ,25.6,7.98,7.54,502.7,32.3,3.13,0.11,0.084,1.5,0.029,26582140.0,2023-06-19
拖山,2023-06-19 20:00:00,Ⅳ,25.6,7.88,7.42,495.1,34.7,3.16,0.11,0.075,0.97,0.019,16535670.0,2023-06-19
拖山,2023-06-20 00:00:00,Ⅳ,25.6,7.86,7.15,491.9,32.2,3.08,0.13,0.08,1.49,0.025,16422770.0,2023-06-20
拖山,2023-06-20 04:00:00,Ⅳ,25.5,7.79,7.0,489.1,30.9,3.08,0.14,0.077,1.49,0.021,14441510.0,2023-06-20
拖山,2023-06-20 12:00:00,Ⅳ,26.2,8.14,8.46,489.6,26.5,2.97,0.08,0.074,1.55,0.024,17432730.0,2023-06-20
拖山,2023-06-20 16:00:00,Ⅳ,27.0,8.47,10.09,488.4,28.3,3.19,0.03,0.076,1.57,0.036,20832770.0,2023-06-20
拖山,2023-06-20 20:00:00,Ⅳ,26.9,8.5,10.44,487.7,29.3,3.51,0.025,0.074,1.48,0.056,21096510.0,2023-06-20
拖山,2023-06-21 00:00:00,Ⅳ,26.7,8.32,9.21,490.3,79.0,3.44,0.04,0.08,1.23,0.051,20041200.0,2023-06-21
拖山,2023-06-21 04:00:00,Ⅳ,26.5,8.0,7.96,488.1,387.5,3.44,0.07,0.085,1.13,0.037,18854500.0,2023-06-21
拖山,2023-06-21 08:00:00,Ⅳ,26.6,8.38,9.29,488.7,989.2,3.4,0.025,0.085,1.13,0.051,24333370.0,2023-06-21
拖山,2023-06-21 12:00:00,Ⅳ,29.0,8.95,13.92,479.6,343.3,3.58,0.025,0.081,1.24,0.046,26353350.0,2023-06-21
拖山,2023-06-21 16:00:00,Ⅳ,28.8,8.96,13.93,410.6,921.8,4.53,0.025,0.073,1.32,0.068,29234320.0,2023-06-21
拖山,2023-06-21 20:00:00,Ⅳ,28.4,8.95,13.18,376.9,3363.5,4.61,0.025,0.072,1.14,0.081,28047000.0,2023-06-21
拖山,2023-06-22 00:00:00,Ⅳ,27.7,8.66,10.62,479.6,164.1,4.41,0.025,0.076,1.52,0.055,25188800.0,2023-06-22
拖山,2023-06-22 04:00:00,Ⅳ,27.3,8.46,9.14,481.8,326.4,4.41,0.025,0.081,1.66,0.058,24326440.0,2023-06-22
拖山,2023-06-22 08:00:00,Ⅳ,27.5,8.72,10.76,478.8,603.3,3.74,0.025,0.08,1.26,0.07,28774260.0,2023-06-22
拖山,2023-06-22 12:00:00,Ⅳ,28.0,8.97,13.24,474.9,177.8,3.74,0.025,0.075,1.31,0.078,34710320.0,2023-06-22
拖山,2023-06-22 16:00:00,劣Ⅴ,29.0,9.14,18.23,442.0,27.8,4.47,0.025,0.082,1.24,0.097,39929420.0,2023-06-22
拖山,2023-06-22 20:00:00,Ⅳ,27.9,8.79,13.08,436.5,20.9,4.7,0.025,0.072,1.18,0.066,28207450.0,2023-06-22
拖山,2023-06-25 08:00:00,Ⅳ,25.4,7.86,6.75,469.3,41.1,3.26,0.11,0.079,1.49,0.013,17018520.0,2023-06-25
拖山,2023-06-25 12:00:00,Ⅳ,25.4,7.85,7.14,468.7,47.0,3.47,0.09,0.083,1.44,0.017,17773930.0,2023-06-25
拖山,2023-06-25 16:00:00,Ⅳ,25.7,7.9,7.4,471.2,44.7,3.37,0.1,0.086,1.47,0.015,17044030.0,2023-06-25
拖山,2023-06-25 20:00:00,Ⅳ,25.8,7.8,6.63,473.6,45.1,3.35,0.12,0.076,1.19,0.011,14481960.0,2023-06-25
拖山,2023-06-26 00:00:00,Ⅳ,25.7,7.8,6.56,476.0,32.6,3.07,0.12,0.072,0.99,0.016,15340520.0,2023-06-26
拖山,2023-06-26 04:00:00,Ⅳ,25.6,7.78,6.7,473.2,33.3,3.07,0.19,0.071,1.01,0.017,15546110.0,2023-06-26
拖山,2023-06-26 08:00:00,,25.6,7.67,6.45,480.0,50.3,,0.2,0.077,1.3,0.007,12787090.0,2023-06-26
拖山,2023-06-26 12:00:00,,25.9,7.73,6.72,481.4,83.0,,0.17,0.074,1.37,0.008,13716560.0,2023-06-26
拖山,2023-06-26 16:00:00,Ⅳ,26.4,7.73,6.88,483.8,121.8,3.18,0.16,0.077,1.32,0.008,14142380.0,2023-06-26
拖山,2023-06-26 20:00:00,Ⅳ,26.5,7.7,6.78,489.7,129.2,2.85,0.21,0.072,1.28,0.008,13426630.0,2023-06-26
拖山,2023-06-27 00:00:00,Ⅳ,26.4,7.71,6.68,486.2,151.7,3.02,0.21,0.068,1.21,0.009,13384400.0,2023-06-27
拖山,2023-06-27 04:00:00,Ⅳ,26.3,7.68,6.56,486.1,163.1,3.02,0.17,0.07,1.18,0.009,13200840.0,2023-06-27
拖山,2023-06-27 08:00:00,Ⅳ,26.9,7.82,6.87,489.8,247.1,5.88,0.19,0.064,1.18,0.009,13468840.0,2023-06-27
拖山,2023-06-27 12:00:00,Ⅳ,27.1,7.73,6.83,483.5,107.6,3.39,0.13,0.067,1.3,0.008,13615440.0,2023-06-27
拖山,2023-06-27 16:00:00,Ⅳ,27.5,7.81,7.14,488.2,51.8,3.26,0.11,0.072,1.32,0.009,15843680.0,2023-06-27
拖山,2023-06-27 20:00:00,Ⅳ,27.5,7.83,7.24,488.8,44.9,2.95,0.12,0.065,1.22,0.012,15083370.0,2023-06-27
拖山,2023-06-28 00:00:00,Ⅳ,27.1,7.71,6.6,486.9,42.4,2.95,0.13,0.069,1.34,0.01,14365850.0,2023-06-28
拖山,2023-06-28 04:00:00,Ⅳ,27.0,7.69,6.4,488.1,46.4,2.95,0.13,0.067,1.3,0.01,14280380.0,2023-06-28
拖山,2023-06-28 08:00:00,Ⅳ,27.1,7.7,6.54,484.5,54.7,3.04,0.11,0.076,1.43,0.009,14903430.0,2023-06-28
拖山,2023-06-28 12:00:00,Ⅳ,29.1,7.91,7.26,496.5,47.5,2.63,0.12,0.063,1.27,0.007,15674770.0,2023-06-28
拖山,2023-06-28 16:00:00,Ⅳ,30.2,8.1,8.26,494.8,93.0,2.88,0.09,0.063,1.31,0.011,17717540.0,2023-06-28
拖山,2023-06-28 20:00:00,Ⅳ,30.0,8.26,8.62,486.9,93.8,2.99,0.05,0.061,1.21,0.017,19220790.0,2023-06-28
拖山,2023-06-29 00:00:00,Ⅳ,29.6,8.16,8.5,480.0,109.6,2.99,0.03,0.054,1.24,0.018,18708980.0,2023-06-29
拖山,2023-06-29 04:00:00,Ⅳ,29.3,8.14,8.31,481.3,81.0,2.98,0.04,0.054,0.9,0.017,17804930.0,2023-06-29
拖山,2023-06-29 08:00:00,Ⅳ,29.1,7.94,7.53,489.0,111.0,3.04,0.06,0.052,0.88,0.011,16858970.0,2023-06-29
拖山,2023-06-29 12:00:00,Ⅳ,29.5,8.03,7.83,488.6,91.8,2.94,0.04,0.06,1.21,0.013,18101920.0,2023-06-29
拖山,2023-06-29 16:00:00,Ⅳ,29.9,8.25,8.6,489.0,107.3,2.94,0.025,0.082,0.87,0.021,23463670.0,2023-06-29
拖山,2023-06-29 20:00:00,Ⅴ,29.6,8.04,7.43,497.0,87.6,2.91,0.06,0.132,0.84,0.019,18601840.0,2023-06-29
拖山,2023-06-30 00:00:00,Ⅳ,29.5,7.97,6.74,496.8,109.1,2.91,0.08,0.061,0.85,0.016,17205040.0,2023-06-30
拖山,2023-06-30 04:00:00,Ⅳ,29.3,7.89,6.82,496.7,106.8,2.94,0.09,0.052,1.11,0.014,16649670.0,2023-06-30
拖山,2023-06-30 08:00:00,Ⅳ,29.0,7.88,6.83,492.0,133.5,3.12,0.08,0.062,1.23,0.013,16816280.0,2023-06-30
拖山,2023-06-30 12:00:00,Ⅳ,28.9,7.97,7.0,489.7,147.5,3.12,0.06,0.062,1.23,0.014,17303670.0,2023-06-30
拖山,2023-06-30 16:00:00,,28.7,7.98,7.31,503.6,33.9,,0.07,,0.81,0.016,17064010.0,2023-06-30
拖山,2023-06-30 20:00:00,Ⅳ,28.5,7.85,7.0,505.6,29.0,2.71,0.08,0.089,0.76,0.013,15593980.0,2023-06-30
拖山,2023-07-01 00:00:00,劣Ⅴ,28.3,7.9,7.0,499.0,34.5,2.71,0.08,0.651,0.74,0.024,15132160.0,2023-07-01
拖山,2023-07-01 04:00:00,Ⅴ,28.1,7.78,6.83,498.3,134.2,2.31,0.09,0.146,0.79,0.025,13972920.0,2023-07-01
拖山,2023-07-01 08:00:00,Ⅴ,28.7,7.93,7.14,499.1,30.0,2.67,0.08,0.183,0.85,0.032,15982120.0,2023-07-01
拖山,2023-07-01 12:00:00,Ⅴ,31.0,8.3,8.49,494.2,44.6,2.86,0.04,0.106,0.91,0.027,17900060.0,2023-07-01
拖山,2023-07-01 16:00:00,Ⅳ,32.1,8.76,11.5,490.7,64.2,2.84,0.025,0.083,0.9,0.08,23950070.0,2023-07-01
拖山,2023-07-01 20:00:00,Ⅴ,29.9,8.38,8.98,491.1,25.6,2.87,0.025,0.113,0.88,0.047,20042720.0,2023-07-01
拖山,2023-07-02 00:00:00,Ⅳ,30.0,8.33,8.71,490.8,26.6,2.87,0.03,0.08,0.87,0.061,19402960.0,2023-07-02
拖山,2023-07-02 04:00:00,Ⅳ,29.7,8.24,8.06,491.4,296.6,2.56,0.025,0.063,0.81,0.052,18173000.0,2023-07-02
拖山,2023-07-02 08:00:00,Ⅳ,29.1,7.97,7.2,496.7,412.1,2.51,0.025,0.058,0.84,0.052,16042050.0,2023-07-02
拖山,2023-07-02 12:00:00,Ⅴ,31.0,8.44,9.34,494.5,681.8,2.84,0.025,0.198,0.86,0.064,21305170.0,2023-07-02
拖山,2023-07-02 16:00:00,Ⅳ,29.7,8.08,7.56,498.0,137.1,2.57,0.025,0.062,0.89,0.054,19023260.0,2023-07-02
拖山,2023-07-02 20:00:00,Ⅴ,29.4,8.09,7.44,491.5,137.9,3.58,0.03,0.114,1.27,0.028,20360900.0,2023-07-02
拖山,2023-07-03 00:00:00,Ⅳ,29.2,7.88,6.71,494.9,231.8,3.58,0.05,0.079,1.17,0.015,16704720.0,2023-07-03
拖山,2023-07-03 04:00:00,Ⅳ,29.1,7.86,6.64,494.8,47.2,3.08,0.05,0.069,1.16,0.026,16385240.0,2023-07-03
拖山,2023-07-03 08:00:00,Ⅳ,29.4,7.94,6.87,492.3,55.8,2.8,0.04,0.083,0.87,0.036,16690120.0,2023-07-03
拖山,2023-07-03 12:00:00,劣Ⅴ,30.6,8.23,8.09,492.7,49.0,2.77,0.025,0.389,0.84,0.074,18679200.0,2023-07-03
拖山,2023-07-03 16:00:00,Ⅳ,31.4,8.76,11.2,488.2,48.2,3.21,0.025,0.077,0.84,0.089,27406890.0,2023-07-03
拖山,2023-07-03 20:00:00,Ⅳ,31.1,8.72,10.66,484.2,48.3,3.27,0.025,0.078,0.82,0.025,24358690.0,2023-07-03
拖山,2023-07-04 00:00:00,Ⅳ,30.7,8.63,10.0,485.2,31.2,3.27,0.025,0.063,0.76,0.024,22696440.0,2023-07-04
拖山,2023-07-04 04:00:00,Ⅳ,30.4,8.43,8.82,487.7,37.5,2.68,0.025,0.064,0.75,0.012,19706190.0,2023-07-04
拖山,2023-07-04 08:00:00,Ⅳ,30.4,8.39,8.7,489.0,33.5,2.63,0.025,0.055,0.75,0.012,18929780.0,2023-07-04
拖山,2023-07-04 12:00:00,Ⅳ,31.4,8.62,9.79,488.1,101.7,2.89,0.025,0.053,0.77,0.017,24042920.0,2023-07-04
拖山,2023-07-04 16:00:00,Ⅳ,31.6,8.63,10.02,490.2,126.8,2.9,0.025,0.051,0.79,0.026,24418710.0,2023-07-04
拖山,2023-07-04 20:00:00,Ⅲ,31.0,8.38,8.23,495.3,112.8,2.55,0.025,0.05,0.82,0.028,20902190.0,2023-07-04
拖山,2023-07-05 00:00:00,Ⅲ,30.5,8.14,5.88,499.9,100.8,2.55,0.03,0.045,0.79,0.025,18109730.0,2023-07-05
拖山,2023-07-05 04:00:00,Ⅳ,30.0,8.01,5.02,501.2,129.6,2.54,0.05,0.054,0.88,0.023,17010210.0,2023-07-05
拖山,2023-07-05 08:00:00,Ⅳ,29.9,7.95,3.47,498.7,195.6,2.38,0.03,0.051,0.8,0.021,16189390.0,2023-07-05
拖山,2023-07-05 12:00:00,Ⅳ,30.7,8.16,3.52,500.1,97.1,2.38,0.025,0.049,0.9,0.023,19880890.0,2023-07-05
拖山,2023-07-05 16:00:00,Ⅲ,30.6,7.33,7.35,263.4,0.01,2.87,0.025,0.049,0.91,--,20128400.0,2023-07-05
拖山,2023-07-05 20:00:00,Ⅳ,30.8,8.17,7.53,499.2,173.3,2.91,0.025,0.055,1.25,0.018,19493260.0,2023-07-05
拖山,2023-07-06 00:00:00,Ⅳ,30.7,8.17,7.55,494.9,326.7,2.91,0.025,0.055,1.25,0.016,19590150.0,2023-07-06
拖山,2023-07-06 04:00:00,Ⅳ,30.4,8.06,6.99,493.9,500.1,2.68,0.03,0.057,1.22,0.015,17716730.0,2023-07-06
拖山,2023-07-06 08:00:00,Ⅳ,30.2,8.02,6.7,496.3,357.1,3.77,0.03,0.051,0.91,0.013,16238710.0,2023-07-06
拖山,2023-07-06 12:00:00,Ⅳ,30.9,8.27,7.75,490.6,363.6,3.07,0.025,0.054,0.87,0.026,21475820.0,2023-07-06
拖山,2023-07-06 16:00:00,Ⅲ,31.3,8.32,8.24,495.7,323.7,3.02,0.025,0.049,0.9,0.038,20746460.0,2023-07-06
拖山,2023-07-06 20:00:00,Ⅲ,31.2,8.28,7.89,492.4,279.9,3.2,0.025,0.048,0.91,0.048,20324200.0,2023-07-06
拖山,2023-07-07 00:00:00,Ⅳ,31.0,8.19,7.32,490.6,203.2,3.2,0.03,0.053,0.87,0.02,19437640.0,2023-07-07
拖山,2023-07-07 04:00:00,Ⅳ,30.7,8.02,6.62,497.9,246.9,2.56,0.04,0.055,1.22,0.019,16490630.0,2023-07-07
拖山,2023-07-07 08:00:00,Ⅳ,30.7,8.03,6.79,497.8,253.2,2.68,0.03,0.057,1.24,0.032,16441660.0,2023-07-07
拖山,2023-07-07 12:00:00,Ⅳ,31.3,8.25,7.65,495.6,375.6,3.37,0.025,0.059,0.96,0.043,18278770.0,2023-07-07
拖山,2023-07-07 20:00:00,Ⅳ,30.9,8.1,6.94,483.6,359.8,2.73,0.04,0.059,1.17,0.013,17925880.0,2023-07-07
拖山,2023-07-08 00:00:00,Ⅳ,30.8,8.06,6.57,483.9,251.7,2.73,0.06,0.056,0.86,0.01,16902890.0,2023-07-08
拖山,2023-07-08 04:00:00,Ⅳ,30.6,8.02,6.43,487.8,124.8,3.29,0.07,0.063,1.22,0.009,16098850.0,2023-07-08
拖山,2023-07-08 08:00:00,Ⅳ,30.4,7.99,6.27,483.5,353.8,2.71,0.09,0.061,1.14,0.008,15265770.0,2023-07-08
拖山,2023-07-08 12:00:00,Ⅳ,30.3,7.95,6.19,480.7,382.9,2.67,0.1,0.065,1.14,0.008,14779290.0,2023-07-08
拖山,2023-07-08 16:00:00,Ⅳ,30.4,7.96,6.25,479.6,281.4,2.49,0.1,0.078,1.25,0.008,15642880.0,2023-07-08
拖山,2023-07-08 20:00:00,Ⅳ,30.3,7.94,6.2,480.4,664.9,2.39,0.11,0.07,1.24,0.009,14886270.0,2023-07-08
拖山,2023-07-09 00:00:00,Ⅳ,30.2,7.87,5.92,484.0,436.5,2.39,0.12,0.067,1.22,0.008,14287640.0,2023-07-09
拖山,2023-07-09 04:00:00,Ⅳ,30.2,7.83,5.78,484.6,179.4,2.34,0.14,0.064,1.21,0.008,13927370.0,2023-07-09
拖山,2023-07-09 08:00:00,Ⅳ,30.0,7.79,5.65,483.0,518.7,2.36,0.14,0.09,0.93,0.008,13879360.0,2023-07-09
拖山,2023-07-09 12:00:00,Ⅴ,30.6,7.86,6.16,482.2,252.8,2.14,0.12,0.134,0.96,0.009,15369350.0,2023-07-09
拖山,2023-07-09 16:00:00,Ⅳ,30.8,7.83,6.23,482.9,232.1,2.45,0.12,0.099,1.4,0.011,15583100.0,2023-07-09
拖山,2023-07-09 20:00:00,Ⅳ,30.5,7.84,6.23,483.7,217.1,2.52,0.12,0.082,1.42,0.012,15532410.0,2023-07-09
拖山,2023-07-10 00:00:00,Ⅳ,30.3,7.81,6.02,482.4,403.9,2.52,0.13,0.079,1.4,0.013,15246640.0,2023-07-10
拖山,2023-07-10 04:00:00,Ⅳ,30.2,7.79,5.88,481.5,361.7,2.36,0.14,0.084,1.32,0.013,14924420.0,2023-07-10
拖山,2023-07-10 08:00:00,Ⅳ,30.2,7.8,6.13,480.4,438.3,2.46,0.13,0.09,1.33,0.015,15357370.0,2023-07-10
拖山,2023-07-10 12:00:00,Ⅳ,29.8,7.82,6.32,482.6,145.5,2.27,0.25,0.099,1.33,0.01,14609270.0,2023-07-10
拖山,2023-07-10 16:00:00,,30.3,7.82,6.6,478.0,162.7,2.29,,0.093,1.34,0.013,16969580.0,2023-07-10
拖山,2023-07-10 20:00:00,劣Ⅴ,30.1,7.84,6.76,477.7,133.3,2.56,0.13,0.695,1.44,0.013,16081790.0,2023-07-10
拖山,2023-07-11 00:00:00,劣Ⅴ,29.9,7.78,6.43,476.1,265.0,2.56,0.16,0.203,1.36,0.014,14872820.0,2023-07-11
拖山,2023-07-11 04:00:00,Ⅴ,29.7,7.76,6.4,475.6,421.6,2.63,0.15,0.148,1.41,0.017,15197240.0,2023-07-11
拖山,2023-07-11 08:00:00,Ⅳ,29.8,7.78,6.48,476.2,457.1,2.56,0.14,0.093,1.3,0.016,14720200.0,2023-07-11
拖山,2023-07-11 12:00:00,Ⅳ,31.1,8.01,7.37,475.1,405.3,2.56,0.14,0.093,1.3,0.019,18827970.0,2023-07-11
拖山,2023-07-11 16:00:00,Ⅳ,32.4,8.23,8.38,478.2,24.2,2.68,0.065,0.099,1.27,0.015,20637470.0,2023-07-11
拖山,2023-07-11 20:00:00,Ⅳ,32.4,8.62,10.44,466.6,81.5,3.05,0.025,0.076,0.86,0.027,25925150.0,2023-07-11
拖山,2023-07-12 00:00:00,Ⅳ,31.5,8.27,8.2,469.8,50.9,3.05,0.035,0.076,1.22,0.024,22222370.0,2023-07-12
拖山,2023-07-12 04:00:00,Ⅳ,31.1,8.11,7.59,,157.0,2.68,0.04,0.067,0.9,0.019,19598670.0,2023-07-12
拖山,2023-07-12 08:00:00,Ⅳ,31.0,8.1,7.35,473.1,425.2,2.87,0.025,0.077,0.93,0.019,20622030.0,2023-07-12
拖山,2023-07-12 12:00:00,Ⅳ,32.0,8.32,8.6,471.3,264.8,2.76,0.025,0.073,0.96,0.025,25402140.0,2023-07-12
拖山,2023-07-12 16:00:00,Ⅳ,32.9,8.66,10.44,467.3,457.4,3.01,0.025,0.066,0.9,0.035,30599610.0,2023-07-12
拖山,2023-07-12 20:00:00,Ⅳ,32.7,8.67,10.19,434.8,1854.9,2.97,0.025,0.059,0.9,0.049,29306380.0,2023-07-12
拖山,2023-07-13 00:00:00,Ⅳ,32.2,8.44,8.83,443.5,1238.6,2.97,0.025,0.059,0.86,0.042,25018040.0,2023-07-13
拖山,2023-07-13 04:00:00,Ⅳ,31.8,8.32,8.0,472.5,444.1,2.66,0.025,0.057,0.86,0.032,24107870.0,2023-07-13
拖山,2023-07-13 08:00:00,Ⅳ,31.6,8.19,7.48,478.7,566.2,2.7,0.025,0.057,0.89,0.018,22068690.0,2023-07-13
拖山,2023-07-13 12:00:00,Ⅴ,31.8,8.33,8.12,473.5,463.0,2.83,0.025,0.123,1.29,0.024,25794390.0,2023-07-13
拖山,2023-07-13 16:00:00,Ⅳ,32.0,8.55,9.24,472.0,736.0,3.14,0.025,0.079,0.93,0.032,30971340.0,2023-07-13
拖山,2023-07-13 20:00:00,Ⅳ,31.9,8.49,8.77,473.1,1082.0,3.14,0.025,0.089,0.89,0.03,27694370.0,2023-07-13
拖山,2023-07-14 00:00:00,Ⅳ,31.7,8.27,7.89,468.8,1050.6,3.14,0.025,0.065,0.88,0.021,25010970.0,2023-07-14
拖山,2023-07-14 04:00:00,Ⅳ,31.6,8.21,7.24,467.7,772.8,2.98,0.029,0.062,0.9,0.019,22740490.0,2023-07-14
拖山,2023-07-14 08:00:00,Ⅳ,31.6,8.14,7.07,466.7,729.4,2.79,0.043,0.066,0.9,0.014,20827150.0,2023-07-14
拖山,2023-07-14 12:00:00,Ⅳ,32.6,8.32,8.03,467.6,615.9,2.79,0.025,0.059,0.87,0.014,23441000.0,2023-07-14
拖山,2023-07-14 16:00:00,Ⅳ,32.8,8.52,10.44,460.2,19.8,2.85,0.025,0.057,0.87,0.021,32673920.0,2023-07-14
拖山,2023-07-14 20:00:00,Ⅳ,32.0,8.38,8.99,462.2,22.7,3.14,0.025,0.058,0.84,0.021,28747720.0,2023-07-14
拖山,2023-07-15 00:00:00,Ⅳ,31.5,8.14,7.44,467.9,28.0,3.14,0.025,0.061,0.92,0.017,24529400.0,2023-07-15
