Station,Date,Cell,Temp,pH,DO,TN,TP,Turbidity,EC,CODMn,NH3N
拖山,2023/11/11,11556682,14.88,7.768,8.932,1.496,0.1072,105.18,351.6,4.868,0.0434
拖山,2023/11/12,14440108,13.7,7.792,9.348,1.692,0.1152,107.98,348.94,4.926,0.0636
拖山,2023/11/13,11650523,12.1,7.84,9.895,1.945,0.0925,75.3,365.675,4.285,0.08
拖山,2023/11/14,10028893.2,12.16,7.998,10.454,1.63,0.0686,42.72,368.48,3.918,0.0848
拖山,2023/11/15,11003588,12.52,8.208,11.408,1.314,0.061,33.24,359.34,4.152,0.0536
拖山,2023/11/16,9887173.667,11.75,7.978333333,10.48666667,1.43,0.064833333,53.06666667,362.8833333,4.223333333,0.043833333
拖山,2023/11/17,10982573.33,10.76666667,7.888333333,10.45666667,1.673333333,0.083333333,71.55,346.5,4.553333333,0.033666667
拖山,2023/11/18,10563092.83,10.36666667,8.028333333,10.98333333,1.545,0.069333333,49.81666667,364.2,4.458333333,0.030666667
拖山,2023/11/19,11262823.33,10.81666667,8.315,12.05166667,1.475,0.0655,43.6,376.2666667,4.601666667,0.025833333
拖山,2023/11/20,11776305,12.11666667,8.611666667,13.845,1.44,0.059833333,30.23333333,388.1833333,4.703333333,0.025
拖山,2023/11/21,9997817.167,12.1,8.501666667,12.79,1.401666667,0.0555,28.08333333,391.5666667,4.446666667,0.025
拖山,2023/11/22,9239859,12.41666667,8.451666667,12.605,1.398333333,0.0545,26.11666667,390.7833333,4.108333333,0.025
拖山,2023/11/23,7217076.833,12.78333333,8.508333333,12.49833333,1.536666667,0.0605,40.63333333,387.7,4.456666667,0.025
拖山,2023/11/24,10056918.33,11.63333333,8.433333333,11.25,1.77,0.0745,58.58333333,385.6666667,4.71,0.025
拖山,2023/11/25,5621942.667,11.08333333,8.488333333,11.41166667,1.65,0.064166667,39.75,394.9,4.441666667,0.025
拖山,2023/11/26,6405744.333,10.98333333,8.391666667,11.03833333,1.488333333,0.059666667,33.55,394.6,4.215,0.025
拖山,2023/11/27,5663829,11.13333333,8.386666667,11.09333333,1.415,0.054833333,26.38333333,395.2666667,4.056666667,0.025
拖山,2023/11/28,9067737,11.26666667,8.408333333,11.96333333,1.765,0.054666667,19.73333333,423.1333333,4.006666667,0.025
拖山,2023/11/29,8900948,11.16666667,8.416666667,11.67333333,1.77,0.055666667,27.46666667,427.8333333,3.666666667,0.025
拖山,2023/11/30,11194830,10.64,8.276,11.114,2.36,0.0844,71.54,432.92,4.268,0.025
拖山,2023/12/1,9871640.333,9.483333333,8.256666667,11.45833333,2.236666667,0.073,43.96666667,443.5666667,3.663333333,0.025
拖山,2023/12/2,9096953,8.916666667,8.378333333,12.13166667,1.991666667,0.061,29.55,437.9166667,3.658333333,0.025
拖山,2023/12/3,10143303.17,9.116666667,8.558333333,12.97,1.691666667,0.055166667,22.9,430.7833333,3.883333333,0.025
拖山,2023/12/4,8560922,9.06,8.386,12.466,1.764,0.0536,23.8,427.84,3.606666667,0.025
拖山,2023/12/5,7862793.667,8.983333333,8.371666667,12.145,1.673333333,0.051666667,28.7,433.9166667,3.561666667,0.025
拖山,2023/12/6,8590152.8,9.46,8.48,12.236,1.74,0.0592,35.26,434.78,3.896,0.025
拖山,2023/12/7,9277565.833,9.683333333,8.466666667,11.97333333,1.636666667,0.059833333,36.58333333,433.9,4.015,0.025
拖山,2023/12/8,9883966.667,10.8,8.663333333,13.065,1.555,0.052166667,26.7,434.45,4.301666667,0.025
拖山,2023/12/9,10782681.67,11.76666667,8.823333333,15.21833333,1.331666667,0.047,17.65,429.5333333,4.403333333,0.025
拖山,2023/12/10,9280970,11.28333333,8.666666667,13.33166667,1.241666667,0.0465,25.2,424.5833333,4.136666667,0.025
拖山,2023/12/11,9402580.333,10.98333333,8.363333333,10.88833333,1.158333333,0.0555,44.53333333,405.95,4.218333333,0.025
拖山,2023/12/12,8321589.8,9.58,8.252,10.628,1.206,0.0586,34.48,409.78,3.922,0.025
拖山,2023/12/13,8274063.5,8.95,8.38,11.09,1.028333333,0.0488,16.78333333,425.35,3.783333333,0.025
拖山,2023/12/14,8763705.833,10.21666667,8.213333333,11.45333333,1.021666667,0.049,28.93333333,399.3,3.615,0.025
拖山,2023/12/15,8879709.667,9.466666667,8.138333333,10.98833333,1.455,0.070833333,58.2,409.6166667,3.88,0.025
拖山,2023/12/16,10589488.5,7.025,7.93,11.34,2.0325,0.1275,118.075,405.5,4.725,0.025
拖山,2023/12/17,8586161.167,4.566666667,7.846666667,12.03,1.99,0.094666667,79.73333333,404.8,3.735,0.025
拖山,2023/12/18,7076099.333,3.833333333,7.811666667,12.24666667,1.805,0.082833333,66.31666667,398.7833333,3.25,0.025
拖山,2023/12/19,8092815.833,3.216666667,7.741666667,12.41333333,1.738333333,0.0805,70.4,382.3333333,3.095,0.027333333
拖山,2023/12/20,11986410,3.4,7.9575,11.9225,1.8675,0.0875,54.375,396.25,3.135,0.02525
拖山,2023/12/21,15622410,2.816666667,8.15,11.32833333,2.08,0.0975,81.48333333,407.45,3.39,0.026
拖山,2023/12/22,13040897.33,1.483333333,8.138333333,11.81166667,2.104,0.0604,128.6333333,408.1666667,3.124,0.034
拖山,2023/12/23,8827652.5,1.283333333,8.168333333,11.90833333,1.918333333,0.058166667,92.18333333,417.2,2.726666667,0.044833333
拖山,2023/12/24,7991746.833,1.45,8.256666667,11.96166667,1.803333333,0.0615,60.58333333,462.7166667,2.835,0.0515
拖山,2023/12/25,7676834.2,1.86,8.434,12.206,1.058,0.0458,17.34,445.86,3.11,0.0344
拖山,2023/12/26,7779093.5,1.55,8.44,12.27,0.925,0.0425,16.6,448.85,2.915,0.0345
拖山,2024/1/15,20442060,8.6,8.91,10.83,2.04,0.058,37.9,458.8,3.97,0.025
拖山,2024/1/16,10460687,7.8,8.413333333,9.976666667,1.48,0.052333333,40.53333333,424.4666667,3.596666667,0.025
拖山,2024/1/17,14334261.67,8.783333333,8.373333333,9.973333333,1.365,0.049833333,43.23333333,416.7166667,3.41,0.025
拖山,2024/1/18,14756163.33,8.566666667,8.626666667,9.913333333,1.526666667,0.047333333,32.53333333,442.7,3.37,0.025
拖山,2024/1/22,22722815,5,8.455,10.73,2.86,0.0895,96.15,471.55,3.85,0.0265
拖山,2024/1/23,21027480,3.6,8.323333333,11.11166667,2.491666667,0.070833333,83.68333333,438.8666667,3.35,0.035
拖山,2024/1/24,17213721.67,2.65,8.316666667,11.60166667,2.245,0.059,61.93333333,445.5,3.248333333,0.040666667
拖山,2024/1/25,15290465,2.833333333,8.281666667,11.55333333,1.966666667,0.056333333,55.48333333,433.95,2.916666667,0.051166667
拖山,2024/1/26,14455256.67,3.2,8.291666667,11.57,1.878333333,0.051333333,47.11666667,428.3333333,2.938333333,0.040833333
拖山,2024/1/27,13062446.67,3.366666667,8.341666667,11.56833333,1.646666667,0.044666667,31.68333333,427.3666667,3.25,0.03
拖山,2024/1/28,11462191.67,3.616666667,8.308333333,11.225,1.378333333,0.04,23.31666667,432.4666667,3.198333333,0.037666667
拖山,2024/1/29,10938530,4.25,8.301666667,11.21166667,1.333333333,0.036666667,19.66666667,433.3,3.131666667,0.031666667
拖山,2024/1/30,11710750,5.083333333,8.3,11.145,1.468333333,0.0375,30.53333333,424.0666667,3.266666667,0.026833333
拖山,2024/1/31,12278765,5.55,8.333333333,11.13166667,1.416666667,0.036333333,26.28333333,427.8666667,3.293333333,0.025
拖山,2024/2/1,17269123.33,5.866666667,8.2,10.59666667,1.89,0.072666667,103.8333333,429.6666667,4.006666667,0.025
拖山,2024/2/2,14273842,5.44,8.128,10.258,2.256,0.0632,82,447.52,3.598,0.0276
拖山,2024/2/3,12801553.33,5.15,8.116666667,10.36,2.38,0.049666667,66.15,447.4666667,3.313333333,0.033833333
拖山,2024/2/4,12228240,4.866666667,8.09,10.33333333,2.326666667,0.047333333,60.06666667,442.1333333,3.191666667,0.042333333
拖山,2024/2/5,14556341.67,4.3,8.11,10.71333333,2.448333333,0.064666667,89.1,435.3833333,3.345,0.032833333
拖山,2024/2/6,12865350,3.8,8.128333333,10.84333333,2.23,0.050166667,53.63333333,433.2833333,3.161666667,0.038333333
拖山,2024/2/7,10252083.33,3.6,8.096666667,10.7,2.02,0.038333333,40.43333333,442.4,2.903333333,0.064333333
拖山,2024/2/17,17069367.5,8.55,8.2775,9.99,1.8475,0.045,72.35,439.125,3.8075,0.025
拖山,2024/2/18,16976511.67,9.533333333,8.271666667,9.7,1.64,0.038,62.23333333,435.6166667,3.8375,0.025
拖山,2024/2/19,18665068.33,10.4,8.296666667,9.326666667,1.796666667,0.044833333,81.16666667,438.0333333,3.663333333,0.025
拖山,2024/2/20,20384898.33,9.883333333,8.228333333,8.961666667,2.5,0.064,120.1666667,444.4666667,3.188333333,0.025
拖山,2024/2/21,20352980,8.866666667,8.203333333,9.188333333,2.501666667,0.07,133.0833333,425.2333333,3.023333333,0.025
拖山,2024/2/22,18771670,7.216666667,8.248333333,9.721666667,2.568333333,0.068333333,105.45,441.55,2.913333333,0.025
拖山,2024/2/23,17885248.33,5.933333333,8.216666667,10.17333333,2.216666667,0.058166667,91.61666667,398.3,2.676666667,0.0275
拖山,2024/2/24,16027960,5.233333333,8.198333333,10.30166667,2.06,0.047833333,83.73333333,380.6833333,2.434,0.033833333
拖山,2024/2/25,16744540,4.44,8.296,10.768,2.064,0.0534,82.18,422.34,2.71,0.025
拖山,2024/2/26,14046301.67,4.533333333,8.371666667,10.86333333,1.906666667,0.038666667,42.65,452.2666667,2.58,0.025
拖山,2024/2/27,13662856.67,5.616666667,8.315,10.49833333,1.868333333,0.037666667,46.88333333,420.7666667,2.423333333,0.025
拖山,2024/2/28,13587398.33,5.733333333,8.273333333,10.34333333,1.835,0.034,48.4,405.9333333,2.345,0.025
拖山,2024/3/1,16351970,5.8,8.2275,10.225,2.01,0.05125,88.15,407.95,2.495,0.025
拖山,2024/3/2,14551748.33,5.833333333,8.281666667,10.34333333,1.913333333,0.036666667,54.93333333,420.25,2.37,0.025
拖山,2024/3/3,14594180,6.45,8.3275,10.4475,1.8775,0.03325,50.35,426.175,2.4,0.025
拖山,2024/3/4,14909886.67,7.266666667,8.32,10.035,1.825,0.027666667,46.21666667,424.8333333,2.368333333,0.025
拖山,2024/3/5,14952664,7.62,8.296,9.692,1.66,0.0252,40.62,433.94,2.34,0.025
拖山,2024/3/6,17943655,7.866666667,8.288333333,9.64,1.906666667,0.038333333,68.06666667,424.8166667,2.445,0.025
拖山,2024/3/7,18371341.67,8.316666667,8.313333333,9.701666667,1.758333333,0.031666667,42.61666667,426.85,2.363333333,0.025
拖山,2024/3/8,17487690,8.916666667,8.276666667,9.918333333,2.923333333,0.047,32.18333333,447.2,2.608333333,0.088333333
拖山,2024/3/9,17418931.67,9.783333333,8.33,10,2.296666667,0.038,28.43333333,436.9166667,2.458333333,0.040833333
拖山,2024/3/10,20096313.33,9.816666667,8.418333333,10.22833333,3.033333333,0.050833333,46.6,444.4666667,2.866666667,0.030666667
拖山,2024/3/11,24809742,10.52,8.646,10.74,3.45,0.0604,53.28,447.7,3.342,0.0278
拖山,2024/3/12,24688365,11.21666667,8.551666667,10.26,3.431666667,0.0535,42.25,451.55,3.35,0.029333333
拖山,2024/3/13,25345106,11.18,8.66,10.404,3.25,0.0498,33.5,447.6,3.398,0.025
拖山,2024/3/14,25455360,11.71666667,8.7,10.495,2.521666667,0.047333333,40.03333333,430.0666667,3.191666667,0.025
拖山,2024/3/15,21430748,11.96,8.5,9.744,2.048,0.0432,43.62,419.4,2.8,0.025
拖山,2024/3/17,22070733.33,13.73333333,8.623333333,9.41,2.04,0.045333333,48.7,425.2333333,2.816666667,0.025
拖山,2024/3/18,21361623.33,12.53333333,8.553333333,9.076666667,2.056666667,0.041,34.46666667,425.6,2.656666667,0.025
拖山,2024/3/19,20466790,12.61666667,8.533333333,8.913333333,2.036666667,0.039333333,32.45,429.2666667,2.585,0.025
拖山,2024/3/20,22167978.33,13.71666667,8.64,9.383333333,1.891666667,0.042166667,26,430.4,2.565,0.025
拖山,2024/3/21,22988498.33,13.8,8.623333333,9.401666667,1.798333333,0.0345,26.78333333,427.6166667,2.631666667,0.025
拖山,2024/3/22,25680641.67,14.68333333,8.66,9.346666667,1.746666667,0.039833333,39.55,427.9666667,2.671666667,0.025
拖山,2024/3/23,23515885,15.8,8.72,9.596666667,1.603333333,0.032833333,22.3,429.8833333,2.495,0.025
拖山,2024/3/24,25080388.33,16.13333333,8.678333333,9.025,1.556666667,0.033166667,22.25,429.4166667,2.291666667,0.025
拖山,2024/3/25,26592963.33,16.1,8.546666667,8.255,1.746666667,0.044,43.38333333,432.5166667,1.978333333,0.025
拖山,2024/3/26,26292770,15,8.414,8.21,1.958,0.05,56.6,436.56,1.974,0.025
拖山,2024/3/27,25839323.33,14.68333333,8.331666667,8.261666667,2.063333333,0.059166667,72.16666667,424.7833333,2.225,0.025
拖山,2024/3/28,23821558.33,14.55,8.278333333,7.996666667,2.081666667,0.050666667,39.56666667,426.1,2.025,0.025
拖山,2024/3/29,24889961.67,16.18333333,8.38,8.941666667,1.696666667,0.053666667,53.5,408.35,2.245,0.025
拖山,2024/3/30,28667338.33,18.7,8.791666667,11.43,1.461666667,0.046166667,31.33333333,390.0833333,2.925,0.025
拖山,2024/3/31,31388538.33,16.51666667,8.445,8.991666667,1.616666667,0.051333333,41.25,387.8,2.895,0.025
拖山,2024/4/1,32795466.67,17.08333333,8.503333333,9.12,1.51,0.055333333,42.16666667,375.6166667,2.971666667,0.025
拖山,2024/4/2,36799328.33,17.83333333,8.458333333,8.525,1.735,0.063666667,61.56666667,362.7,3.23,0.025
拖山,2024/4/3,34817370,17.8,8.373333333,7.943333333,1.813333333,0.059,60.96666667,356,3.055,0.025
拖山,2024/4/4,40767180,17.45,8.45,8.655,1.743333333,0.064333333,57.38333333,348.0333333,3.411666667,0.025
拖山,2024/4/5,38944806.67,17.65,8.546666667,9.721666667,1.616666667,0.059166667,43.86666667,342.0666667,3.39,0.025
拖山,2024/4/6,38502510,17.18333333,8.718333333,9.988333333,1.591666667,0.049166667,23.38333333,337.05,3.748333333,0.025
拖山,2024/4/7,38901946,17.06,8.67,9.78,2.25,0.0536,23.18,358.58,3.918,0.025
拖山,2024/4/8,35995020,16.31666667,8.571666667,8.87,2.251666667,0.0565,24.36666667,388.4833333,3.923333333,0.025
拖山,2024/4/9,32065480,15.8,8.555,8.685,1.98,0.047,20.05,413.6,3.54,0.025
拖山,2024/4/11,45420560,19.45,8.71,11.61,1.625,0.0515,20.2,432.55,3.89,0.025
拖山,2024/4/12,37423960,18.26,8.576,9.554,1.815,0.0504,23.86,442.98,3.78,0.025
拖山,2024/4/13,32888480,18.475,8.5,8.8625,0.953333333,0.0435,17.75,430.55,3.045,0.028
拖山,2024/4/14,31617064,18.86,8.288,8.08,1.0375,0.0472,25.9,425.62,3.246,0.025
拖山,2024/4/15,35037278.33,20.45,8.468333333,9.408333333,1.414,0.041,22.76666667,446.25,3.473333333,0.025
拖山,2024/4/16,36701786.67,21.43333333,8.581666667,10.53,1.626666667,0.048,22.08333333,444.95,3.9,0.025
拖山,2024/4/17,39803783.33,20.33333333,8.33,8.333333333,1.866666667,0.055,33.96666667,440.8666667,3.9,0.025
拖山,2024/4/18,41761826.67,20.36666667,8.29,8.443333333,1.676666667,0.053333333,22.26666667,443.9,4.023333333,0.025
拖山,2024/4/22,34582266.67,20.53333333,8.37,9.663333333,1.733333333,0.055333333,28.03333333,448.1,4.223333333,0.025
拖山,2024/4/23,20467539.83,20.36666667,8.195,8.773333333,1.746666667,0.049833333,33.9,441.6666667,3.978333333,0.025
拖山,2024/4/24,25643968.33,21.16666667,8.4,10.37833333,1.775,0.050833333,39.41666667,441,3.838333333,0.025
拖山,2024/4/25,15059891.67,20.86666667,8.206666667,9.038333333,1.733333333,0.058666667,45.66666667,437.6166667,3.536666667,0.025
拖山,2024/4/26,15782371.67,20.25,8.053333333,8.04,1.743333333,0.069666667,65.55,436.6666667,3.473333333,0.025
拖山,2024/4/27,16022538.33,21.05,8.146666667,8.285,1.746666667,0.0605,54.1,436.55,3.616666667,0.025
拖山,2024/4/28,16482282,20.94,7.902,7.548,1.73,0.069,70.9,436.66,3.642,0.025
拖山,2024/4/29,17854556.67,21.16666667,8.196666667,8.696666667,1.983333333,0.07,44.63333333,441.7,4.16,0.025
拖山,2024/4/30,19832238,20.24,8.042,7.946,1.99,0.0826,69.14,443.46,4.262,0.025
拖山,2024/5/1,18421023.33,19.91666667,8.061666667,8.98,1.845,0.077166667,60.43333333,445.3,4.145,0.025
拖山,2024/5/2,15514050,19.65,8.233333333,9.27,1.825,0.063666667,35.45,446.1,3.995,0.025
拖山,2024/5/3,11849131.67,19.73333333,8.305,9.323333333,1.836666667,0.058166667,39.3,441.4166667,4.183333333,0.025
拖山,2024/5/4,13387036.67,19.36666667,8.146666667,8.383333333,1.958333333,0.079166667,63.78333333,435.1,4.52,0.025
拖山,2024/5/5,12006210,19.12,7.958,6.76,1.852,0.0808,50.48,443.46,4.3,0.025
拖山,2024/5/6,8283262.5,20.65,8.0475,8.6625,1.7825,0.05775,33.46666667,439.35,3.4475,0.025
拖山,2024/5/7,12016360.5,21.91666667,8.238333333,9.89,1.78,0.047166667,32.55,436.35,3.503333333,0.025
拖山,2024/5/8,10452355.2,21.64,8.216,9.688,1.97,0.0498,33.25,432.44,3.846,0.025
拖山,2024/5/9,9420811.667,21.68333333,8.248333333,9.163333333,1.871666667,0.053833333,38.73333333,431.5666667,3.998333333,0.025
拖山,2024/5/10,10463042.5,21.31666667,8.033333333,7.838333333,1.69,0.070333333,63.6,436.8166667,3.88,0.025
拖山,2024/5/11,11641719.17,21.9,7.851666667,7.181666667,1.436666667,0.060833333,48.26666667,439.7833333,3.705,0.025
拖山,2024/5/12,11639207.17,21.83333333,7.88,7.515,1.436666667,0.061166667,48.6,437.95,3.5,0.025
拖山,2024/5/13,10493192.67,22.33333333,8.146666667,8.966666667,1.481666667,0.050666667,39.9,433.75,3.413333333,0.025666667
拖山,2024/5/14,12373241.67,22.43333333,8.238333333,10.05833333,1.425,0.058666667,40.05,437.4833333,4.776666667,0.025
拖山,2024/5/15,16344558.33,22.35,8.19,9.368333333,1.436666667,0.081666667,72.81666667,437.4,4.573333333,0.025
拖山,2024/5/16,15157290,21.925,8.1825,9.21,1.383333333,0.075666667,57.925,430.375,4.77,0.03
拖山,2024/5/18,15668910,25.15,8.485,11.445,1.255,0.0605,37.5,411.6,4.41,0.025
拖山,2024/5/19,12023639.33,24.31666667,8.07,9.301666667,1.278333333,0.074833333,60.93333333,427.85,3.715,0.025
拖山,2024/5/20,8166908.333,24.7,7.936666667,9.283333333,1.221666667,0.054166667,40.58333333,437.3666667,2.964,0.025
拖山,2024/5/21,9729800.5,24.78333333,7.828333333,8.546666667,1.291666667,0.064,49.86666667,437.05,3.078333333,0.025
拖山,2024/5/22,13800206.67,24.2,8.03,8.62,1.716666667,0.086,51.36666667,416.4666667,4.06,0.025
拖山,2024/5/23,13019417.5,25.725,8.225,10.3725,1.3,0.08525,35.65,430.725,3.7775,0.0255
拖山,2024/5/24,10521787,25.9,8.073333333,9.311666667,1.538333333,0.0725,40.76666667,438.2333333,3.173333333,0.0285
拖山,2024/5/25,11934944.67,25.61666667,7.965,8.14,1.42,0.067,55.1,450.55,3.288333333,0.035
拖山,2024/5/26,9890440.5,26.68333333,8.03,8.963333333,1.465,0.052833333,49.23333333,458.1,3.033333333,0.571
拖山,2024/5/27,8656342.167,25.41666667,7.806666667,7.898333333,1.478333333,0.071166667,103.6166667,437,9.992,0.027333333
拖山,2024/5/28,4668576.5,24.38333333,7.78,8.413333333,1.358333333,0.052333333,51.7,445.4166667,11.444,0.026166667
拖山,2024/5/29,4388915.667,24.05,7.721666667,8.458333333,1.306666667,0.0495,53.15,448.6666667,7.143333333,0.025
拖山,2024/5/30,6014808.5,23.15,7.641666667,8.128333333,1.225,0.069333333,92.38333333,452.8833333,3.17,0.025
拖山,2024/5/31,3674443.667,22.88333333,7.456666667,7.316666667,1.103333333,0.043166667,52.65,455.9,2.8125,0.025
拖山,2024/6/1,5272519,23.45,7.75,8.828333333,1.09,0.049,56.76666667,457.7,2.963333333,0.025
拖山,2024/6/2,6267011.6,23.48,7.806,9.062,1.01,0.044,38.3,464.02,2.9125,0.025
拖山,2024/6/3,6197961.8,24.34,8.006,9.9,0.912,0.0408,29.88,464.26,2.82,0.025
拖山,2024/6/4,5912568,25.18333333,8.11,9.9,0.895,0.040666667,39.36666667,465.0666667,2.716666667,0.025
拖山,2024/6/5,6703277.8,24.44,7.896,8.238,1.016,0.0496,72.48,467.18,2.756666667,0.025
拖山,2024/6/6,6784691.667,22.86666667,7.58,7.743333333,0.935,0.061166667,121.9166667,471.4166667,2.778333333,0.025
拖山,2024/6/7,6441381.5,22.93333333,7.611666667,8.27,0.926666667,0.053666667,122.55,476.7333333,2.723333333,0.025
拖山,2024/6/8,8145434.2,24.92,8.152,11.152,1.174,0.0576,78.42,469.56,3.226,0.025
拖山,2024/6/9,10209746.5,25.51666667,8.2,10.98166667,1.296666667,0.066833333,50.91666667,468.4,3.65,0.025
拖山,2024/6/10,11736200.83,25.53333333,8.06,9.306666667,1.425,0.091666667,102.7166667,467.6166667,3.795,0.025
拖山,2024/6/11,10188416.5,25.11666667,7.921666667,8.11,1.486666667,0.088666667,81.21666667,481.3833333,3.641666667,0.025
拖山,2024/6/12,8595588.75,25.7,7.9325,8.5125,1.5,0.0755,78.025,486.45,3.2675,0.025
拖山,2024/6/13,10890042,27.425,8.1575,10.375,1.26,0.06275,64.8,452.9,3.03,0.025
拖山,2024/6/14,11943031.67,27.56666667,8.135,10.155,1.261666667,0.071666667,60.35,423.5,3.788,0.025
拖山,2024/6/15,9161346,28.38333333,8.193333333,9.983333333,1.258333333,0.0635,45.15,422.3833333,3.915,0.025
拖山,2024/6/16,11523539,28.66666667,8.103333333,9.565,1.306666667,0.068333333,54.73333333,412.0333333,3.6675,0.025
拖山,2024/6/17,10063991.5,28.14,7.884,7.576,1.21,0.070333333,75,418.42,3.42,0.025
拖山,2024/6/18,9870406.667,27.85,7.776666667,7.596666667,1.381666667,0.086,100.5166667,425.2666667,3.125,0.027666667
拖山,2024/6/19,12301496.5,26.76666667,7.753333333,7.261666667,1.53,0.0975,119.5666667,418.6666667,3.908333333,0.026666667
拖山,2024/6/20,12083266.67,26.78333333,7.826666667,7.956666667,1.471666667,0.087,84.91666667,411.25,3.866666667,0.0305
拖山,2024/6/21,6823401.6,26.9,7.528,6.926,1.416,0.0644,63.14,407.58,3.124,0.04
拖山,2024/6/22,5588755.4,26.76,7.408,6.744,1.372,0.0656,65.12,400.12,4.164,0.0482
拖山,2024/6/23,9875881.2,26.32,7.592,7.486,1.412,0.0826,108.3,392.14,3.28,0.034
拖山,2024/6/24,8675365.4,26.14,7.658,7.91,1.36,0.0766,72.84,396.38,3.482,0.0338
拖山,2024/6/25,10612241.6,26.04,7.686,8.206,1.204,0.0708,74.42,405.88,3.77,0.025
拖山,2024/6/26,6411591,25.46666667,7.368333333,7.438333333,1.278333333,0.059333333,60.25,406.1666667,3.016666667,0.0265
拖山,2024/6/27,6640338.667,25.25,7.586666667,8.195,1.28,0.056833333,49.83333333,401.4666667,3.105,0.025666667
拖山,2024/6/28,7521229.8,25.2,7.66,8.334,1.302,0.057,51.54,395.84,3.254,0.025
拖山,2024/6/29,7381356.5,25.3,7.403333333,7.845,1.363333333,0.069,87.55,388.8833333,2.983333333,0.025
拖山,2024/6/30,5692167.333,25.46666667,7.308333333,7.563333333,1.328333333,0.058833333,73.41666667,382.5166667,2.751666667,0.025666667
拖山,2024/7/1,3487374.5,25.55,7.2475,7.4025,1.3175,0.05,55.35,378.225,2.435,0.02725
拖山,2024/7/3,15756695,29,8.63,14.09,1.505,0.0615,36.25,361.6,4.24,0.033
拖山,2024/7/4,12017380,29.75,8.311666667,11.175,1.081666667,0.045333333,26.45,363.3,3.565,0.025
拖山,2024/7/5,9863688.4,30.88,8.294,10.948,0.726,0.037,37.92,370.12,3.2,0.0266
拖山,2024/7/6,4710893.167,30.96666667,8.256666667,9.535,0.633333333,0.028,9.15,403.8166667,2.8,0.025166667
拖山,2024/7/7,2097029.8,31.36,8.194,8.34,0.672,0.027,5.04,405.16,2.606,0.026
拖山,2024/7/8,2524111.667,32.2,8.085,8.056666667,0.648333333,0.030333333,17.98333333,398.0833333,2.641666667,0.027833333
拖山,2024/7/9,5502186.333,32.06666667,7.775,6.593333333,0.506666667,0.037,40.56666667,390.05,2.651666667,0.031333333
拖山,2024/7/10,5216166.667,31.53333333,7.531666667,6.136666667,0.588333333,0.039166667,47.15,379.4166667,2.576666667,0.046833333
拖山,2024/7/11,5605916.833,30.06666667,7.445,6.231666667,0.648333333,0.043833333,43.7,368.7833333,2.738333333,0.071833333
拖山,2024/7/12,2999462.833,28.78333333,7.243333333,6.338333333,0.74,0.046333333,34.6,376.0666667,2.416666667,0.102
拖山,2024/7/13,1781542,28.28,7.176,6.844,0.902,0.0494,49.42,397.26,2.198,0.1054
拖山,2024/7/15,3637080.25,29.45,7.5975,8.085,0.8875,0.04275,35.55,404.15,2.2625,0.0455
拖山,2024/7/16,12261730.5,29.51666667,7.706666667,8.3,0.952,0.051833333,39,402.9,2.978,0.0304
拖山,2024/7/17,18289024.67,30,7.898333333,8.595,0.861666667,0.0585,37.78333333,410.4,2.961666667,0.025
拖山,2024/7/18,14090921.5,30.66666667,8.016666667,8.868333333,0.861666667,0.047166667,37.91666667,404.65,2.893333333,0.025
拖山,2024/7/19,20194599,31.36,8.226,8.954,1.028,0.0478,158.62,398.96,3.394,0.025
拖山,2024/7/20,8074054.833,31.73333333,8.148333333,8.328333333,0.656666667,0.041833333,27.56666667,394.5,2.625,0.025
拖山,2024/7/21,5127414.5,32.175,7.99,7.6775,0.3825,0.03575,23,399.35,2.4425,0.025
拖山,2024/7/22,7500639.5,33.075,8.0225,7.57,0.665,0.0445,25.35,402.625,2.2425,0.025
拖山,2024/7/23,8636669,32.92,7.706,6.828,0.736,0.057,40.92,406.72,2.388,0.025
拖山,2024/7/24,17103500,32.56,7.706,6.786,0.706,0.0896,63.48,404.18,3.04,0.025
拖山,2024/7/25,13948418,31.54,7.51,6.648,0.69,0.1026,87.82,407.12,3.028,0.025
拖山,2024/7/26,17287094,30.24,7.428,6.794,0.724,0.1112,109.18,405.94,3.616,0.025
拖山,2024/7/27,19219752,29.24,7.244,6.794,0.77,0.1904,215.88,394.82,4.604,0.025
拖山,2024/7/28,14481205,28.85,7.25,6.775,0.57,0.129,119.6,395.95,3.755,0.025
拖山,2024/7/29,10370145,30.3,7.245,6.66,0.725,0.1225,86.65,405.05,2.555,0.025
拖山,2024/7/30,10005325,30.875,7.2725,6.7325,0.745,0.10475,91.975,408.675,2.625,0.025
拖山,2024/7/31,10003900,32.6,7.46,7.19,0.8,0.079,66.4,413.7,2.26,0.025
拖山,2024/8/1,11961452,32.92,7.612,7.594,0.878,0.0742,57.46,409.66,2.644,0.025
拖山,2024/8/2,12787550,34.775,8.08,8.855,1,0.158,48.375,398.65,2.63,0.025
拖山,2024/8/3,16604672,35.36,8.19,9.942,0.888,0.0694,37.96,403.36,3.272,0.025
拖山,2024/8/4,13307660,33.05,7.63,6.525,0.775,0.072,44.9,412.85,2.81,0.025
拖山,2024/8/5,27815226.67,33.83333333,7.78,7.196666667,0.78,0.074,44.96666667,408.8,2.893333333,0.025
拖山,2024/8/6,11908656.67,33.38333333,7.743333333,7.356666667,0.748333333,0.066166667,40.3,410.9333333,2.858333333,0.025
拖山,2024/8/7,12762056,33.5,7.694,7.672,0.752,0.0736,45.48,405.42,3.07,0.025
