Station,Date,Cell,Temp,pH,DO,TN,TP,Turbidity,EC,CODMn,NH3N,Temp_lag3,Temp_lag7,Temp_lag12,Temp_lag18,Temp_lag24,Temp_lag30,pH_lag3,pH_lag7,pH_lag12,pH_lag18,pH_lag24,pH_lag30,DO_lag3,DO_lag7,DO_lag12,DO_lag18,DO_lag24,DO_lag30,TN_lag3,TN_lag7,TN_lag12,TN_lag18,TN_lag24,TN_lag30,TP_lag3,TP_lag7,TP_lag12,TP_lag18,TP_lag24,TP_lag30,Turbidity_lag3,Turbidity_lag7,Turbidity_lag12,Turbidity_lag18,Turbidity_lag24,Turbidity_lag30,EC_lag3,EC_lag7,EC_lag12,EC_lag18,EC_lag24,EC_lag30,CODMn_lag3,CODMn_lag7,CODMn_lag12,CODMn_lag18,CODMn_lag24,CODMn_lag30,NH3N_lag3,NH3N_lag7,NH3N_lag12,NH3N_lag18,NH3N_lag24,NH3N_lag30,y
拖山,2022/11/4,16915790,17.73333333,8.566666667,10.80333333,1.085,0.059166667,40.61666667,429.8666667,3.868333333,0.025,18.95,33.23333333,31.55,30,29.08333333,25.85,8.61,8.763333333,8.965,8.162,8.598333333,7.833333333,13.2,9.783333333,10.625,7.062,11.50833333,7.473333333,1.32,0.883333333,0.94,0.628,0.761666667,1.27,0.055,0.094,0.1095,0.0662,0.044833333,0.077,95.7,43.26666667,89.45,73.34,47.58333333,65.1,426.95,431.9666667,431.7,443.12,390.6666667,357.6833333,4.435,4.283333333,5.835,4.55,4.278333333,3.923333333,0.025,0.047,0.025,0.025,0.025,0.025,16.64375812
拖山,2022/11/5,18443158.33,17.41666667,8.576666667,11.755,0.96,0.057666667,33.43333333,423.6,3.816666667,0.025,18.8,31.1,30.7,32,29.83333333,25.23333333,8.66,8.18,8.87,8.66,8.596666667,7.736666667,12.54,5.65,7.585,10.13,11.05,7.328333333,1.34,0.76,1.4,1.04,0.686666667,1.226666667,0.062,0.086,0.113,0.077,0.0525,0.0895,66,56.2,96.05,72.4,60.75,76.61666667,436.7,429.3,438.6,445.5,390.5,356.5333333,3.92,3.27,8.155,4.02,4.428333333,3.683333333,0.025,0.064,0.025,0.025,0.025,0.025,16.73020409
拖山,2022/11/6,18130218.33,16.95,8.613333333,11.635,1.006666667,0.060833333,37.86666667,422.3166667,4.091666667,0.025,18.36666667,32.5,32.56666667,33.03333333,30.26666667,24.83333333,8.57,8.51,9.006666667,8.513333333,8.548333333,7.838333333,11.80666667,8.21,7.94,7.106666667,10.03,8.065,1.111666667,0.845,0.91,0.693333333,0.691666667,1.268333333,0.0565,0.104,0.088,0.072666667,0.050666667,0.068666667,174.95,55.75,68.53333333,66.16666667,64.88333333,50.75,426.2166667,428,434.3333333,448.2333333,391.5333333,364.8333333,4.03,3.54,4.116666667,3.873333333,4.781666667,3.701666667,0.025,0.0505,0.025,0.025,0.025,0.025,16.71309068
拖山,2022/11/7,19319393.33,17.41666667,8.63,12.285,0.875,0.064,49.4,405.95,4.606666667,0.025,17.73333333,30.55,31.41666667,35.06666667,30.22,25.36,8.566666667,8.145,8.535,9.053333333,8.5,8.14,10.80333333,5.46,5.975,9.786666667,8.032,9.15,1.085,0.73,0.766666667,0.826666667,0.648,1.112,0.059166667,0.128,0.102666667,0.103666667,0.0558,0.0502,40.61666667,59.15,64.8,115.9666667,58.5,37.46,429.8666667,423.8,434.2166667,445.3666667,325.48,366.6,3.868333333,3.665,3.53,7.786666667,4.188,3.646,0.025,0.053,0.025,0.025,0.025,0.025,16.77662004
拖山,2022/11/8,18198301.67,17.78333333,8.528333333,11.985,0.556666667,0.060666667,37.05,389.7,4.525,0.025,17.41666667,18.95,31.93333333,30.95,29.7,27.03333333,8.576666667,8.61,8.643333333,8.53,8.215,8.433333333,11.755,13.2,6.661666667,7.245,6.7625,11.35333333,0.96,1.32,0.811666667,0.835,0.3325,1.055,0.057666667,0.055,0.112,0.101,0.05125,0.046,33.43333333,95.7,56.11666667,62,46.725,32.48333333,423.6,426.95,425.8333333,434.6,439.1,372.4166667,3.816666667,4.435,4.291666667,3.885,4.11,3.545,0.025,0.025,0.031833333,0.025,0.025,0.025,16.71683889
拖山,2022/11/9,17624761.67,17.91666667,8.52,12.02166667,0.521666667,0.0605,38.86666667,381.55,4.61,0.025,16.95,18.8,33.23333333,30.7,30.25,28.36,8.613333333,8.66,8.763333333,8.68,8.31,8.57,11.635,12.54,9.783333333,7.87,7.65,12.378,1.006666667,1.34,0.883333333,0.8,0.575,0.964,0.060833333,0.062,0.094,0.094,0.0605,0.0438,37.86666667,66,43.26666667,66.6,65.05,33.92,422.3166667,436.7,431.9666667,432.2,441.4,384.46,4.091666667,3.92,4.283333333,3.47,5.1775,3.746,0.025,0.025,0.047,0.025,0.025,0.025,16.68481544
拖山,2022/11/10,17619791.67,18.6,8.531666667,12.09166667,0.508333333,0.058,35.86666667,384.6333333,4.378333333,0.025,17.41666667,18.36666667,31.1,31.55,30,29.08333333,8.63,8.57,8.18,8.965,8.162,8.598333333,12.285,11.80666667,5.65,10.625,7.062,11.50833333,0.875,1.111666667,0.76,0.94,0.628,0.761666667,0.064,0.0565,0.086,0.1095,0.0662,0.044833333,49.4,174.95,56.2,89.45,73.34,47.58333333,405.95,426.2166667,429.3,431.7,443.12,390.6666667,4.606666667,4.03,3.27,5.835,4.55,4.278333333,0.025,0.025,0.064,0.025,0.025,0.025,16.68453341
拖山,2022/11/11,16383568.33,18.96666667,8.356666667,10.87166667,0.53,0.0545,37.13333333,394.9,3.813333333,0.025,17.78333333,17.73333333,32.5,30.7,32,29.83333333,8.528333333,8.566666667,8.51,8.87,8.66,8.596666667,11.985,10.80333333,8.21,7.585,10.13,11.05,0.556666667,1.085,0.845,1.4,1.04,0.686666667,0.060666667,0.059166667,0.104,0.113,0.077,0.0525,37.05,40.61666667,55.75,96.05,72.4,60.75,389.7,429.8666667,428,438.6,445.5,390.5,4.525,3.868333333,3.54,8.155,4.02,4.428333333,0.025,0.025,0.0505,0.025,0.025,0.025,16.61178952
拖山,2022/11/12,17608650,19.86666667,8.316666667,10.735,0.526666667,0.055,44.46666667,397.3,3.733333333,0.025,17.91666667,17.41666667,30.55,32.56666667,33.03333333,30.26666667,8.52,8.576666667,8.145,9.006666667,8.513333333,8.548333333,12.02166667,11.755,5.46,7.94,7.106666667,10.03,0.521666667,0.96,0.73,0.91,0.693333333,0.691666667,0.0605,0.057666667,0.128,0.088,0.072666667,0.050666667,38.86666667,33.43333333,59.15,68.53333333,66.16666667,64.88333333,381.55,423.6,423.8,434.3333333,448.2333333,391.5333333,4.61,3.816666667,3.665,4.116666667,3.873333333,4.781666667,0.025,0.025,0.053,0.025,0.025,0.025,16.68390087
拖山,2022/11/13,20568965,18.75,8.291666667,9.841666667,0.901666667,0.074,103.9666667,397.45,4.503333333,0.025,18.6,16.95,18.95,31.41666667,35.06666667,30.22,8.531666667,8.613333333,8.61,8.535,9.053333333,8.5,12.09166667,11.635,13.2,5.975,9.786666667,8.032,0.508333333,1.006666667,1.32,0.766666667,0.826666667,0.648,0.058,0.060833333,0.055,0.102666667,0.103666667,0.0558,35.86666667,37.86666667,95.7,64.8,115.9666667,58.5,384.6333333,422.3166667,426.95,434.2166667,445.3666667,325.48,4.378333333,4.091666667,4.435,3.53,7.786666667,4.188,0.025,0.025,0.025,0.025,0.025,0.025,16.83929399
拖山,2022/11/14,20185081.67,17,8.151666667,9.496666667,1.098333333,0.070166667,67.25,419.7333333,4.003333333,0.025,18.96666667,17.41666667,18.8,31.93333333,30.95,29.7,8.356666667,8.63,8.66,8.643333333,8.53,8.215,10.87166667,12.285,12.54,6.661666667,7.245,6.7625,0.53,0.875,1.34,0.811666667,0.835,0.3325,0.0545,0.064,0.062,0.112,0.101,0.05125,37.13333333,49.4,66,56.11666667,62,46.725,394.9,405.95,436.7,425.8333333,434.6,439.1,3.813333333,4.606666667,3.92,4.291666667,3.885,4.11,0.025,0.025,0.025,0.031833333,0.025,0.025,16.82045441
拖山,2022/11/15,20470328,16.46,8.276,11.148,0.864,0.068,33.92,432.34,3.95,0.025,19.86666667,17.78333333,18.36666667,33.23333333,30.7,30.25,8.316666667,8.528333333,8.57,8.763333333,8.68,8.31,10.735,11.985,11.80666667,9.783333333,7.87,7.65,0.526666667,0.556666667,1.111666667,0.883333333,0.8,0.575,0.055,0.060666667,0.0565,0.094,0.094,0.0605,44.46666667,37.05,174.95,43.26666667,66.6,65.05,397.3,389.7,426.2166667,431.9666667,432.2,441.4,3.733333333,4.525,4.03,4.283333333,3.47,5.1775,0.025,0.025,0.025,0.047,0.025,0.025,16.83448703
拖山,2022/11/16,19424440,15.96666667,8.463333333,12.69,0.623333333,0.063666667,32.03333333,414.3666667,4.16,0.025,18.75,17.91666667,17.73333333,31.1,31.55,30,8.291666667,8.52,8.566666667,8.18,8.965,8.162,9.841666667,12.02166667,10.80333333,5.65,10.625,7.062,0.901666667,0.521666667,1.085,0.76,0.94,0.628,0.074,0.0605,0.059166667,0.086,0.1095,0.0662,103.9666667,38.86666667,40.61666667,56.2,89.45,73.34,397.45,381.55,429.8666667,429.3,431.7,443.12,4.503333333,4.61,3.868333333,3.27,5.835,4.55,0.025,0.025,0.025,0.064,0.025,0.025,16.78204268
拖山,2022/11/17,19702340,15.84,8.358,11.36,0.598,0.064,35.4,411.36,4.218,0.025,17,18.6,17.41666667,32.5,30.7,32,8.151666667,8.531666667,8.576666667,8.51,8.87,8.66,9.496666667,12.09166667,11.755,8.21,7.585,10.13,1.098333333,0.508333333,0.96,0.845,1.4,1.04,0.070166667,0.058,0.057666667,0.104,0.113,0.077,67.25,35.86666667,33.43333333,55.75,96.05,72.4,419.7333333,384.6333333,423.6,428,438.6,445.5,4.003333333,4.378333333,3.816666667,3.54,8.155,4.02,0.025,0.025,0.025,0.0505,0.025,0.025,16.79624802
拖山,2022/11/18,17860393.33,16,8,10.15,0.583333333,0.057166667,33.88333333,399.4333333,3.805,0.025,16.46,18.96666667,16.95,30.55,32.56666667,33.03333333,8.276,8.356666667,8.613333333,8.145,9.006666667,8.513333333,11.148,10.87166667,11.635,5.46,7.94,7.106666667,0.864,0.53,1.006666667,0.73,0.91,0.693333333,0.068,0.0545,0.060833333,0.128,0.088,0.072666667,33.92,37.13333333,37.86666667,59.15,68.53333333,66.16666667,432.34,394.9,422.3166667,423.8,434.3333333,448.2333333,3.95,3.813333333,4.091666667,3.665,4.116666667,3.873333333,0.025,0.025,0.025,0.053,0.025,0.025,16.69809621
拖山,2022/11/19,14820246.67,16.81666667,7.486666667,8.808333333,0.59,0.044666667,26.15,327.3,2.465,0.025,15.96666667,19.86666667,17.41666667,18.95,31.41666667,35.06666667,8.463333333,8.316666667,8.63,8.61,8.535,9.053333333,12.69,10.735,12.285,13.2,5.975,9.786666667,0.623333333,0.526666667,0.875,1.32,0.766666667,0.826666667,0.063666667,0.055,0.064,0.055,0.102666667,0.103666667,32.03333333,44.46666667,49.4,95.7,64.8,115.9666667,414.3666667,397.3,405.95,426.95,434.2166667,445.3666667,4.16,3.733333333,4.606666667,4.435,3.53,7.786666667,0.025,0.025,0.025,0.025,0.025,0.025,16.51150489
拖山,2022/11/20,13061610,16.45,7.686666667,9.336666667,0.848333333,0.046333333,32.68333333,361.35,2.216666667,0.025,15.84,18.75,17.78333333,18.8,31.93333333,30.95,8.358,8.291666667,8.528333333,8.66,8.643333333,8.53,11.36,9.841666667,11.985,12.54,6.661666667,7.245,0.598,0.901666667,0.556666667,1.34,0.811666667,0.835,0.064,0.074,0.060666667,0.062,0.112,0.101,35.4,103.9666667,37.05,66,56.11666667,62,411.36,397.45,389.7,436.7,425.8333333,434.6,4.218,4.503333333,4.525,3.92,4.291666667,3.885,0.025,0.025,0.025,0.025,0.031833333,0.025,16.38518803
拖山,2022/11/21,12895632,17.24,7.772,9.088,1.01,0.0414,27.38,352.34,1.762,0.025,16,17,17.91666667,18.36666667,33.23333333,30.7,8,8.151666667,8.52,8.57,8.763333333,8.68,10.15,9.496666667,12.02166667,11.80666667,9.783333333,7.87,0.583333333,1.098333333,0.521666667,1.111666667,0.883333333,0.8,0.057166667,0.070166667,0.0605,0.0565,0.094,0.094,33.88333333,67.25,38.86666667,174.95,43.26666667,66.6,399.4333333,419.7333333,381.55,426.2166667,431.9666667,432.2,3.805,4.003333333,4.61,4.03,4.283333333,3.47,0.025,0.025,0.025,0.025,0.047,0.025,16.37239928
拖山,2022/11/22,13403843.33,16.95,7.763333333,9.613333333,0.936666667,0.042666667,35.81666667,359.3833333,2.31,0.025,16.81666667,16.46,18.6,17.73333333,31.1,31.55,7.486666667,8.276,8.531666667,8.566666667,8.18,8.965,8.808333333,11.148,12.09166667,10.80333333,5.65,10.625,0.59,0.864,0.508333333,1.085,0.76,0.94,0.044666667,0.068,0.058,0.059166667,0.086,0.1095,26.15,33.92,35.86666667,40.61666667,56.2,89.45,327.3,432.34,384.6333333,429.8666667,429.3,431.7,2.465,3.95,4.378333333,3.868333333,3.27,5.835,0.025,0.025,0.025,0.025,0.064,0.025,16.41105211
拖山,2022/11/23,13563570,16.78333333,7.796666667,9.816666667,1,0.042,29.23333333,366.1833333,2.52,0.025,16.45,15.96666667,18.96666667,17.41666667,32.5,30.7,7.686666667,8.463333333,8.356666667,8.576666667,8.51,8.87,9.336666667,12.69,10.87166667,11.755,8.21,7.585,0.848333333,0.623333333,0.53,0.96,0.845,1.4,0.046333333,0.063666667,0.0545,0.057666667,0.104,0.113,32.68333333,32.03333333,37.13333333,33.43333333,55.75,96.05,361.35,414.3666667,394.9,423.6,428,438.6,2.216666667,4.16,3.813333333,3.816666667,3.54,8.155,0.025,0.025,0.025,0.025,0.0505,0.025,16.42289815
拖山,2022/11/24,14463773.33,16.76666667,7.916666667,10.44666667,1.031666667,0.043833333,23.76666667,360.9833333,2.668333333,0.025,17.24,15.84,19.86666667,16.95,30.55,32.56666667,7.772,8.358,8.316666667,8.613333333,8.145,9.006666667,9.088,11.36,10.735,11.635,5.46,7.94,1.01,0.598,0.526666667,1.006666667,0.73,0.91,0.0414,0.064,0.055,0.060833333,0.128,0.088,27.38,35.4,44.46666667,37.86666667,59.15,68.53333333,352.34,411.36,397.3,422.3166667,423.8,434.3333333,1.762,4.218,3.733333333,4.091666667,3.665,4.116666667,0.025,0.025,0.025,0.025,0.053,0.025,16.48715776
拖山,2022/11/25,18960713.33,16.98333333,8.306666667,12.6,0.861666667,0.051166667,22.6,381.4166667,3.545,0.025,16.95,16,18.75,17.41666667,18.95,31.41666667,7.763333333,8,8.291666667,8.63,8.61,8.535,9.613333333,10.15,9.841666667,12.285,13.2,5.975,0.936666667,0.583333333,0.901666667,0.875,1.32,0.766666667,0.042666667,0.057166667,0.074,0.064,0.055,0.102666667,35.81666667,33.88333333,103.9666667,49.4,95.7,64.8,359.3833333,399.4333333,397.45,405.95,426.95,434.2166667,2.31,3.805,4.503333333,4.606666667,4.435,3.53,0.025,0.025,0.025,0.025,0.025,0.025,16.75787973
拖山,2022/11/26,25392770,17.26,8.528,13.962,0.664,0.0474,12.44,418.28,3.802,0.025,16.78333333,16.81666667,17,17.78333333,18.8,31.93333333,7.796666667,7.486666667,8.151666667,8.528333333,8.66,8.643333333,9.816666667,8.808333333,9.496666667,11.985,12.54,6.661666667,1,0.59,1.098333333,0.556666667,1.34,0.811666667,0.042,0.044666667,0.070166667,0.060666667,0.062,0.112,29.23333333,26.15,67.25,37.05,66,56.11666667,366.1833333,327.3,419.7333333,389.7,436.7,425.8333333,2.52,2.465,4.003333333,4.525,3.92,4.291666667,0.025,0.025,0.025,0.025,0.025,0.031833333,17.04997509
拖山,2022/11/28,25478080,17.16666667,8.233333333,10.24,0.736666667,0.059333333,25.96666667,421.3,3.806666667,0.025,16.76666667,16.45,16.46,17.91666667,18.36666667,33.23333333,7.916666667,7.686666667,8.276,8.52,8.57,8.763333333,10.44666667,9.336666667,11.148,12.02166667,11.80666667,9.783333333,1.031666667,0.848333333,0.864,0.521666667,1.111666667,0.883333333,0.043833333,0.046333333,0.068,0.0605,0.0565,0.094,23.76666667,32.68333333,33.92,38.86666667,174.95,43.26666667,360.9833333,361.35,432.34,381.55,426.2166667,431.9666667,2.668333333,2.216666667,3.95,4.61,4.03,4.283333333,0.025,0.025,0.025,0.025,0.025,0.047,17.05332907
拖山,2022/11/29,23992387.5,16.2,8.0025,9.7375,0.9175,0.0935,88.325,426,4.2875,0.025,16.98333333,17.24,15.96666667,18.6,17.73333333,31.1,8.306666667,7.772,8.463333333,8.531666667,8.566666667,8.18,12.6,9.088,12.69,12.09166667,10.80333333,5.65,0.861666667,1.01,0.623333333,0.508333333,1.085,0.76,0.051166667,0.0414,0.063666667,0.058,0.059166667,0.086,22.6,27.38,32.03333333,35.86666667,40.61666667,56.2,381.4166667,352.34,414.3666667,384.6333333,429.8666667,429.3,3.545,1.762,4.16,4.378333333,3.868333333,3.27,0.025,0.025,0.025,0.025,0.025,0.064,16.99324719
拖山,2022/11/30,18193563.33,12.93333333,7.748333333,10.66833333,1.095,0.141333333,148.9833333,428.65,4.5,0.025,17.26,16.95,15.84,18.96666667,17.41666667,32.5,8.528,7.763333333,8.358,8.356666667,8.576666667,8.51,13.962,9.613333333,11.36,10.87166667,11.755,8.21,0.664,0.936666667,0.598,0.53,0.96,0.845,0.0474,0.042666667,0.064,0.0545,0.057666667,0.104,12.44,35.81666667,35.4,37.13333333,33.43333333,55.75,418.28,359.3833333,411.36,394.9,423.6,428,3.802,2.31,4.218,3.813333333,3.816666667,3.54,0.025,0.025,0.025,0.025,0.025,0.0505,16.71657848
拖山,2022/12/1,14257270,10.9,7.705,11.32,1.2375,0.115,105.475,449.55,3.265,0.025,17.16666667,16.78333333,16,19.86666667,16.95,30.55,8.233333333,7.796666667,8,8.316666667,8.613333333,8.145,10.24,9.816666667,10.15,10.735,11.635,5.46,0.736666667,1,0.583333333,0.526666667,1.006666667,0.73,0.059333333,0.042,0.057166667,0.055,0.060833333,0.128,25.96666667,29.23333333,33.88333333,44.46666667,37.86666667,59.15,421.3,366.1833333,399.4333333,397.3,422.3166667,423.8,3.806666667,2.52,3.805,3.733333333,4.091666667,3.665,0.025,0.025,0.025,0.025,0.025,0.053,16.47277758
拖山,2022/12/2,13556466.67,9.966666667,7.708333333,11.585,1.405,0.076833333,58.88333333,455.5,2.591666667,0.0345,16.2,16.76666667,16.81666667,18.75,17.41666667,18.95,8.0025,7.916666667,7.486666667,8.291666667,8.63,8.61,9.7375,10.44666667,8.808333333,9.841666667,12.285,13.2,0.9175,1.031666667,0.59,0.901666667,0.875,1.32,0.0935,0.043833333,0.044666667,0.074,0.064,0.055,88.325,23.76666667,26.15,103.9666667,49.4,95.7,426,360.9833333,327.3,397.45,405.95,426.95,4.2875,2.668333333,2.465,4.503333333,4.606666667,4.435,0.025,0.025,0.025,0.025,0.025,0.025,16.42237431
拖山,2022/12/3,11430368.33,9.5,7.703333333,11.64166667,1.22,0.069333333,44.33333333,469.1,2.4075,0.033166667,12.93333333,16.98333333,16.45,17,17.78333333,18.8,7.748333333,8.306666667,7.686666667,8.151666667,8.528333333,8.66,10.66833333,12.6,9.336666667,9.496666667,11.985,12.54,1.095,0.861666667,0.848333333,1.098333333,0.556666667,1.34,0.141333333,0.051166667,0.046333333,0.070166667,0.060666667,0.062,148.9833333,22.6,32.68333333,67.25,37.05,66,428.65,381.4166667,361.35,419.7333333,389.7,436.7,4.5,3.545,2.216666667,4.003333333,4.525,3.92,0.025,0.025,0.025,0.025,0.025,0.025,16.25178435
拖山,2022/12/4,12217768.33,9.3,7.706666667,12.075,1.76,0.090833333,67.23333333,488.2333333,2.68,0.028666667,10.9,17.26,17.24,16.46,17.91666667,18.36666667,7.705,8.528,7.772,8.276,8.52,8.57,11.32,13.962,9.088,11.148,12.02166667,11.80666667,1.2375,0.664,1.01,0.864,0.521666667,1.111666667,0.115,0.0474,0.0414,0.068,0.0605,0.0565,105.475,12.44,27.38,33.92,38.86666667,174.95,449.55,418.28,352.34,432.34,381.55,426.2166667,3.265,3.802,1.762,3.95,4.61,4.03,0.025,0.025,0.025,0.025,0.025,0.025,16.31840195
拖山,2022/12/5,12115796,9.04,7.696,12.378,2.3825,0.0916,70.12,480.54,2.772,0.0314,9.966666667,17.16666667,16.95,15.96666667,18.6,17.73333333,7.708333333,8.233333333,7.763333333,8.463333333,8.531666667,8.566666667,11.585,10.24,9.613333333,12.69,12.09166667,10.80333333,1.405,0.736666667,0.936666667,0.623333333,0.508333333,1.085,0.076833333,0.059333333,0.042666667,0.063666667,0.058,0.059166667,58.88333333,25.96666667,35.81666667,32.03333333,35.86666667,40.61666667,455.5,421.3,359.3833333,414.3666667,384.6333333,429.8666667,2.591666667,3.806666667,2.31,4.16,4.378333333,3.868333333,0.0345,0.025,0.025,0.025,0.025,0.025,16.3100207
拖山,2022/12/6,11612841.67,9.466666667,7.685,12.26833333,1.38,0.059833333,37.2,454.1666667,2.48,0.050166667,9.5,16.2,16.78333333,15.84,18.96666667,17.41666667,7.703333333,8.0025,7.796666667,8.358,8.356666667,8.576666667,11.64166667,9.7375,9.816666667,11.36,10.87166667,11.755,1.22,0.9175,1,0.598,0.53,0.96,0.069333333,0.0935,0.042,0.064,0.0545,0.057666667,44.33333333,88.325,29.23333333,35.4,37.13333333,33.43333333,469.1,426,366.1833333,411.36,394.9,423.6,2.4075,4.2875,2.52,4.218,3.813333333,3.816666667,0.033166667,0.025,0.025,0.025,0.025,0.025,16.26762217
拖山,2022/12/7,10791563.33,9.4,7.681666667,12.18,1.314,0.054833333,37.55,464.5166667,2.038333333,0.046,9.3,12.93333333,16.76666667,16,19.86666667,16.95,7.706666667,7.748333333,7.916666667,8,8.316666667,8.613333333,12.075,10.66833333,10.44666667,10.15,10.735,11.635,1.76,1.095,1.031666667,0.583333333,0.526666667,1.006666667,0.090833333,0.141333333,0.043833333,0.057166667,0.055,0.060833333,67.23333333,148.9833333,23.76666667,33.88333333,44.46666667,37.86666667,488.2333333,428.65,360.9833333,399.4333333,397.3,422.3166667,2.68,4.5,2.668333333,3.805,3.733333333,4.091666667,0.028666667,0.025,0.025,0.025,0.025,0.025,16.19427531
拖山,2022/12/8,11285035,9.566666667,7.711666667,12.32166667,1.671666667,0.053333333,27.08333333,469.7666667,2.331666667,0.043166667,9.04,10.9,16.98333333,16.81666667,18.75,17.41666667,7.696,7.705,8.306666667,7.486666667,8.291666667,8.63,12.378,11.32,12.6,8.808333333,9.841666667,12.285,2.3825,1.2375,0.861666667,0.59,0.901666667,0.875,0.0916,0.115,0.051166667,0.044666667,0.074,0.064,70.12,105.475,22.6,26.15,103.9666667,49.4,480.54,449.55,381.4166667,327.3,397.45,405.95,2.772,3.265,3.545,2.465,4.503333333,4.606666667,0.0314,0.025,0.025,0.025,0.025,0.025,16.23898816
拖山,2022/12/9,10990580,9.6,7.668333333,12.20333333,0.961666667,0.046666667,15.96666667,443.65,2.385,0.065833333,9.466666667,9.966666667,17.26,16.45,17,17.78333333,7.685,7.708333333,8.528,7.686666667,8.151666667,8.528333333,12.26833333,11.585,13.962,9.336666667,9.496666667,11.985,1.38,1.405,0.664,0.848333333,1.098333333,0.556666667,0.059833333,0.076833333,0.0474,0.046333333,0.070166667,0.060666667,37.2,58.88333333,12.44,32.68333333,67.25,37.05,454.1666667,455.5,418.28,361.35,419.7333333,389.7,2.48,2.591666667,3.802,2.216666667,4.003333333,4.525,0.050166667,0.0345,0.025,0.025,0.025,0.025,16.21254919
拖山,2022/12/10,11045556.67,9.833333333,7.668333333,12.18666667,1.16,0.044333333,19.13333333,442.0333333,2.303333333,0.050333333,9.4,9.5,17.16666667,17.24,16.46,17.91666667,7.681666667,7.703333333,8.233333333,7.772,8.276,8.52,12.18,11.64166667,10.24,9.088,11.148,12.02166667,1.314,1.22,0.736666667,1.01,0.864,0.521666667,0.054833333,0.069333333,0.059333333,0.0414,0.068,0.0605,37.55,44.33333333,25.96666667,27.38,33.92,38.86666667,464.5166667,469.1,421.3,352.34,432.34,381.55,2.038333333,2.4075,3.806666667,1.762,3.95,4.61,0.046,0.033166667,0.025,0.025,0.025,0.025,16.21753888
拖山,2022/12/11,11756070,9.633333333,7.683333333,12.26166667,2.183333333,0.081,58.68333333,471.5833333,2.811666667,0.040666667,9.566666667,9.3,16.2,16.95,15.96666667,18.6,7.711666667,7.706666667,8.0025,7.763333333,8.463333333,8.531666667,12.32166667,12.075,9.7375,9.613333333,12.69,12.09166667,1.671666667,1.76,0.9175,0.936666667,0.623333333,0.508333333,0.053333333,0.090833333,0.0935,0.042666667,0.063666667,0.058,27.08333333,67.23333333,88.325,35.81666667,32.03333333,35.86666667,469.7666667,488.2333333,426,359.3833333,414.3666667,384.6333333,2.331666667,2.68,4.2875,2.31,4.16,4.378333333,0.043166667,0.028666667,0.025,0.025,0.025,0.025,16.27988035
拖山,2022/12/12,11624778.33,9.45,7.746666667,12.53,1.811666667,0.062,33.11666667,454.9,2.643333333,0.033,9.6,9.04,12.93333333,16.78333333,15.84,18.96666667,7.668333333,7.696,7.748333333,7.796666667,8.358,8.356666667,12.20333333,12.378,10.66833333,9.816666667,11.36,10.87166667,0.961666667,2.3825,1.095,1,0.598,0.53,0.046666667,0.0916,0.141333333,0.042,0.064,0.0545,15.96666667,70.12,148.9833333,29.23333333,35.4,37.13333333,443.65,480.54,428.65,366.1833333,411.36,394.9,2.385,2.772,4.5,2.52,4.218,3.813333333,0.065833333,0.0314,0.025,0.025,0.025,0.025,16.26864953
拖山,2022/12/13,11364970,9,7.756666667,12.68333333,2.036666667,0.058,37.3,465.9166667,2.585,0.0295,9.833333333,9.466666667,10.9,16.76666667,16,19.86666667,7.668333333,7.685,7.705,7.916666667,8,8.316666667,12.18666667,12.26833333,11.32,10.44666667,10.15,10.735,1.16,1.38,1.2375,1.031666667,0.583333333,0.526666667,0.044333333,0.059833333,0.115,0.043833333,0.057166667,0.055,19.13333333,37.2,105.475,23.76666667,33.88333333,44.46666667,442.0333333,454.1666667,449.55,360.9833333,399.4333333,397.3,2.303333333,2.48,3.265,2.668333333,3.805,3.733333333,0.050333333,0.050166667,0.025,0.025,0.025,0.025,16.24604646
拖山,2022/12/14,11650986.67,8.583333333,7.763333333,12.97666667,2.083333333,0.064333333,36.85,473.4833333,2.583333333,0.037,9.633333333,9.4,9.966666667,16.98333333,16.81666667,18.75,7.683333333,7.681666667,7.708333333,8.306666667,7.486666667,8.291666667,12.26166667,12.18,11.585,12.6,8.808333333,9.841666667,2.183333333,1.314,1.405,0.861666667,0.59,0.901666667,0.081,0.054833333,0.076833333,0.051166667,0.044666667,0.074,58.68333333,37.55,58.88333333,22.6,26.15,103.9666667,471.5833333,464.5166667,455.5,381.4166667,327.3,397.45,2.811666667,2.038333333,2.591666667,3.545,2.465,4.503333333,0.040666667,0.046,0.0345,0.025,0.025,0.025,16.27090151
拖山,2022/12/15,11353306.67,8.25,7.728333333,13.12,1.591666667,0.058,36.38333333,463.1333333,2.62,0.0275,9.45,9.566666667,9.5,17.26,16.45,17,7.746666667,7.711666667,7.703333333,8.528,7.686666667,8.151666667,12.53,12.32166667,11.64166667,13.962,9.336666667,9.496666667,1.811666667,1.671666667,1.22,0.664,0.848333333,1.098333333,0.062,0.053333333,0.069333333,0.0474,0.046333333,0.070166667,33.11666667,27.08333333,44.33333333,12.44,32.68333333,67.25,454.9,469.7666667,469.1,418.28,361.35,419.7333333,2.643333333,2.331666667,2.4075,3.802,2.216666667,4.003333333,0.033,0.043166667,0.033166667,0.025,0.025,0.025,16.24501968
